match,PSW,win0,confidence0,date
23414,1.29,1,1.0891711843013765,2017-09-01
17427,3.17,0,1.0891642309938157,2015-06-17
21329,1.76,1,1.0891508626937865,2017-01-09
24330,1.38,1,1.0890805118424551,2018-02-20
23044,1.26,1,1.0890751898288726,2017-07-28
20402,2.62,0,1.0890038291215896,2016-07-20
16489,1.77,1,1.0890019270777704,2015-02-20
22181,1.72,1,1.0889858574526647,2017-04-25
23145,1.51,1,1.0888936974108219,2017-08-04
21015,1.23,1,1.0888796276705606,2016-10-12
17201,4.12,0,1.0888539691482273,2015-05-21
17822,2.33,0,1.088808606011527,2015-08-02
21659,2.36,0,1.0887895703315735,2017-02-18
17410,1.26,1,1.088780211210251,2015-06-16
23199,1.94,0,1.0887639183998108,2017-08-10
19038,3.36,0,1.0887209778172626,2016-02-13
20769,3.62,0,1.0886794745922088,2016-09-02
20698,1.61,1,1.0884894394874574,2016-08-29
20018,2.15,1,1.0884661030769347,2016-06-11
20604,1.56,1,1.0884534675734385,2016-08-17
23026,2.8,0,1.088356927037239,2017-07-27
15388,1.57,1,1.0883457916975021,2013-08-12
15954,1.25,1,1.0883289256266184,2013-10-31
21803,1.43,1,1.0882096212250845,2017-03-01
17297,3.17,0,1.0881846430471964,2015-05-28
22429,5.39,0,1.088144003152847,2017-05-23
16095,1.6,1,1.0881355830601283,2015-01-14
22963,1.32,1,1.0881179799352374,2017-07-22
23126,2.3,0,1.0880202641657422,2017-08-03
15912,2.71,0,1.0880140554904938,2013-10-25
23040,4.75,0,1.087983671256474,2017-07-28
20302,1.32,1,1.0879810013089861,2016-07-13
23341,4.73,0,1.0879687152590072,2017-08-28
23730,1.35,1,1.0878787560122356,2017-10-20
24269,1.39,1,1.0878612757580621,2018-02-15
20687,1.86,1,1.0878497801721096,2016-08-29
20653,1.73,0,1.0878290144602458,2016-08-23
16980,1.71,1,1.0878075858950615,2015-04-28
21512,1.51,1,1.0877812505194118,2017-02-07
20726,1.4,1,1.087602412700653,2016-08-30
22132,1.72,1,1.0876015520095823,2017-04-20
24404,1.81,1,1.0875963439941405,2018-02-27
23567,2.64,0,1.0875159573554993,2017-10-03
13510,1.91,1,1.0873896660208702,2013-01-08
13729,2.47,0,1.0873150201638542,2013-02-07
16348,1.28,1,1.0872594015938895,2015-02-10
19364,2.37,0,1.087250216801961,2016-03-26
17674,1.97,0,1.0871874160766601,2015-07-21
19153,1.26,1,1.0870569241046906,2016-02-23
16620,2.2,0,1.0870488703250885,2015-03-14
23295,1.36,1,1.0870074776240757,2017-08-23
13643,1.83,0,1.0869118117541072,2013-01-17
15569,1.28,1,1.0869043949672155,2013-08-30
16116,1.81,1,1.0869033862650392,2015-01-16
19761,1.31,1,1.0868711624826706,2016-05-11
22263,1.36,1,1.0868131596701487,2017-05-03
21453,2.95,0,1.086790867533003,2017-01-18
20965,3.55,0,1.086788679446493,2016-10-07
18273,1.31,1,1.086770191192627,2015-10-01
18217,1.22,1,1.0867426320484705,2015-09-24
24097,3.56,0,1.0867357756410327,2018-01-18
22799,1.22,1,1.0866822971616472,2017-07-04
21909,2.56,0,1.0866715899109842,2017-03-13
22156,4.53,0,1.086649465220315,2017-04-24
20595,2.11,1,1.086618544086814,2016-08-16
19158,1.97,1,1.0865288139879703,2016-02-23
16089,2.23,0,1.0865245360136033,2015-01-13
14135,1.87,0,1.0865044830526625,2013-03-20
23321,1.35,1,1.0864280985934394,2017-08-28
23457,2.02,0,1.0863278787831467,2017-09-20
14340,1.36,1,1.0861455767495294,2013-04-23
20960,1.94,0,1.0861358404159545,2016-10-06
22242,1.55,1,1.0861276981731256,2017-05-02
23169,1.35,1,1.0861274995974133,2017-08-08
13850,1.48,1,1.0861232328414918,2013-02-18
22521,1.56,1,1.0860888195037843,2017-05-30
14143,1.69,1,1.08600853400571,2013-03-21
13988,2.84,0,1.0859934377670286,2013-02-27
22200,3.95,0,1.0859604826995306,2017-04-27
14945,1.33,1,1.085876404643059,2013-06-25
23539,1.39,1,1.0858334753343037,2017-09-29
22075,1.5,1,1.0857930587870734,2017-04-13
17205,1.44,1,1.085725814274379,2015-05-22
22121,2.52,0,1.0857189479470255,2017-04-19
21620,1.43,1,1.0856628953559055,2017-02-15
22031,1.48,1,1.0856493057807286,2017-03-29
22278,2.32,0,1.0856485662460327,2017-05-04
20825,1.43,1,1.085511871746608,2016-09-21
16849,2.8,0,1.085497294153486,2015-04-13
20598,1.64,1,1.0854881713787716,2016-08-16
21047,1.45,1,1.0854227704661232,2016-10-18
16677,1.38,1,1.0853779235907963,2015-03-18
13911,1.97,0,1.0853359767794606,2013-02-22
16540,1.49,1,1.0852672943047115,2015-02-24
22865,2.13,1,1.0852233948877879,2017-07-07
22695,1.63,1,1.0852189769489424,2017-06-23
17170,1.42,1,1.0851455576079232,2015-05-19
17516,2.47,0,1.085137969851494,2015-06-29
15284,1.97,0,1.0850368390083311,2013-07-31
17722,2.99,0,1.0850190381209057,2015-07-24
22707,3.3,0,1.084976601600647,2017-06-25
17011,1.45,1,1.0849231251648495,2015-04-29
13780,2.32,0,1.0848029828071595,2013-02-12
19628,1.56,1,1.0847592564991544,2016-04-27
15523,2.3,0,1.0847254165013631,2013-08-27
15183,2.56,0,1.0847070862565722,2013-07-23
20374,2.18,0,1.0846955242256324,2016-07-19
15752,1.72,1,1.0846877903938292,2013-10-09
19104,1.34,1,1.084656103338514,2016-02-18
21549,1.96,0,1.0846003271341322,2017-02-09
21551,1.18,1,1.0845975565910337,2017-02-09
14872,1.45,1,1.0845834063632147,2013-06-20
15055,2.18,0,1.0845752169191838,2013-07-10
18514,2.34,0,1.0845144644379616,2015-10-28
24291,1.63,1,1.08451116669178,2018-02-17
21402,2.5,0,1.0844209988911946,2017-01-16
20394,3.46,0,1.0843997260502407,2016-07-19
17723,1.58,1,1.0843742290564946,2015-07-24
21987,3.96,0,1.0842911567006794,2017-03-25
14453,1.59,1,1.0842704936861993,2013-05-05
19159,1.83,1,1.0842692289182119,2016-02-23
17955,4.15,0,1.0842338126046316,2015-08-17
19198,1.42,1,1.0842196355547222,2016-02-25
16967,1.28,1,1.0842007555280413,2015-04-27
21385,1.23,1,1.0840789724247797,2017-01-16
19408,2.36,0,1.0839557147026062,2016-04-01
14454,2.97,0,1.0839525085687638,2013-05-05
23988,1.32,1,1.083890424115317,2018-01-10
21207,1.33,1,1.083858605027199,2016-11-02
23319,1.23,1,1.0838292135511127,2017-08-28
15194,2.37,0,1.0837818707738602,2013-07-23
23790,1.93,0,1.083753923177719,2017-10-26
22349,1.45,1,1.0837500736117363,2017-05-11
24379,1.73,1,1.0837175925076006,2018-02-23
22478,3.22,0,1.0836750984191894,2017-05-28
16795,1.92,1,1.0835068130493164,2015-04-07
20027,1.9,0,1.0835034848451615,2016-06-14
16360,2.62,0,1.0834601128101349,2015-02-10
22914,1.74,1,1.0834574154019356,2017-07-18
15230,2.31,0,1.0833777517080307,2013-07-26
21219,4.51,0,1.0831325926950999,2016-11-04
18949,1.34,1,1.0830510769571577,2016-02-06
16675,1.27,1,1.0830460118395944,2015-03-18
20817,2.5,0,1.083011945486069,2016-09-20
16546,3.0,0,1.082989154117448,2015-02-25
18453,3.74,0,1.0829599862439292,2015-10-21
24225,1.32,1,1.08286025762558,2018-02-12
15743,1.72,1,1.082811578909556,2013-10-08
22338,3.0,0,1.0828001758881978,2017-05-10
21048,1.63,1,1.0827925651414054,2016-10-18
21865,1.59,1,1.082764655351639,2017-03-10
16274,1.8,1,1.0826442289352418,2015-02-03
19727,1.45,1,1.0826403234686168,2016-05-06
19901,1.68,1,1.082546639442444,2016-05-24
22808,2.8,0,1.0825438754899162,2017-07-04
15206,1.58,1,1.082496305533818,2013-07-24
15905,1.44,1,1.0824772882461549,2013-10-24
19565,1.99,0,1.0824587535858152,2016-04-21
19770,1.31,1,1.0822195672988892,2016-05-11
18437,1.23,1,1.0821842947176525,2015-10-20
21973,1.66,1,1.0821462714672088,2017-03-23
23326,2.94,0,1.0821462254864829,2017-08-28
21326,2.09,0,1.082094007283449,2017-01-09
19054,1.78,1,1.0820687346657116,2016-02-16
19286,2.17,0,1.0819982248544693,2016-03-14
20690,1.68,1,1.0818757996559145,2016-08-29
18913,1.53,1,1.0818429366179876,2016-02-03
23042,1.18,1,1.0817841671194348,2017-07-28
17279,3.37,0,1.0816489905970437,2015-05-27
15202,1.26,1,1.0816125118732454,2013-07-23
17053,1.66,1,1.0815407006229674,2015-05-04
23250,1.32,1,1.0815254381724768,2017-08-17
20109,1.41,1,1.0814546597855432,2016-06-21
20494,2.2,0,1.0814049869775773,2016-07-27
21855,1.44,1,1.0813936451503208,2017-03-09
24251,1.56,1,1.0813909782682145,2018-02-14
22378,1.42,1,1.081357569353921,2017-05-16
13695,1.41,1,1.081351335474423,2013-02-05
17778,3.4,0,1.0813414535352162,2015-07-29
17526,1.64,1,1.0812103667259216,2015-06-29
17032,1.6,1,1.0811579418182373,2015-05-01
24388,1.76,1,1.0811166820526121,2018-02-25
24393,1.74,1,1.0809414553642274,2018-02-26
14427,1.32,1,1.0807786815507072,2013-05-01
14485,1.34,1,1.0807744104521615,2013-05-08
23357,4.77,0,1.0807072328669685,2017-08-30
14681,2.25,0,1.0806560277938841,2013-05-29
15254,2.09,0,1.080611109137535,2013-07-29
13815,2.11,0,1.080596684217453,2013-02-14
24250,1.87,0,1.0805922536055248,2018-02-14
24131,4.18,0,1.0805739157540457,2018-01-23
18426,1.43,1,1.0805405490739004,2015-10-20
14967,1.45,1,1.0805213992084775,2013-06-27
19156,1.49,1,1.0805154913663864,2016-02-23
14083,2.39,0,1.0805154812335966,2013-03-10
21479,2.56,0,1.0804930168390274,2017-01-20
15134,1.54,1,1.0802924350897471,2013-07-17
15784,3.57,0,1.080249217748642,2013-10-14
13886,1.31,1,1.0801607992819378,2013-02-20
23190,4.76,0,1.0800423298563275,2017-08-09
15756,1.5,1,1.0799318637166704,2013-10-09
19155,1.36,1,1.0798856898716518,2016-02-23
23543,1.81,1,1.0798826196789741,2017-09-30
16811,2.04,0,1.0798791807889938,2015-04-08
18527,1.2,1,1.0798303127288817,2015-10-29
23100,1.68,1,1.0797916460037231,2017-08-02
20997,1.96,0,1.0797754819393155,2016-10-11
16924,1.85,1,1.0797643738985063,2015-04-22
22191,3.0,0,1.0797058394977024,2017-04-26
23907,1.81,0,1.0796980261802673,2018-01-02
15171,1.68,1,1.0796414136886596,2013-07-22
22019,1.34,1,1.079595446075712,2017-03-27
23748,2.37,0,1.0795371364269937,2017-10-23
20864,2.46,0,1.0795124399662017,2016-09-26
18160,1.26,1,1.0795036947727203,2015-09-05
20891,2.35,0,1.0794894510507584,2016-09-28
18588,1.24,1,1.0794535687991549,2015-11-05
20042,2.58,0,1.0794469376972744,2016-06-14
24429,2.16,0,1.07936215698719,2018-02-28
16539,1.65,1,1.0792082351446153,2015-02-24
23843,3.1,0,1.0791796684265134,2017-11-02
17551,1.25,1,1.0791532056672233,2015-06-30
18734,1.6,1,1.0791455950055804,2016-01-13
23951,1.59,1,1.0789334905147552,2018-01-06
13506,1.7,1,1.0787827173868814,2013-01-07
22728,3.0,0,1.0787205464499336,2017-06-27
14457,4.18,0,1.0786836716958457,2013-05-05
19614,1.75,1,1.0786359012126923,2016-04-26
24134,1.33,1,1.078579024076462,2018-01-25
14162,1.38,1,1.0785604548454282,2013-03-22
14602,2.3,0,1.0784159948428471,2013-05-22
24231,1.62,1,1.078374742269516,2018-02-13
20806,2.22,0,1.0783645639568569,2016-09-09
16607,1.69,1,1.078334465112005,2015-03-13
22477,1.22,1,1.0783316704205104,2017-05-28
18672,2.02,0,1.078298838853836,2016-01-07
18270,1.45,1,1.0782480180263518,2015-10-01
17084,1.53,1,1.078245654446738,2015-05-06
15452,1.44,1,1.0781799725123813,2013-08-20
19940,2.7,0,1.0781721665461859,2016-05-27
14500,1.39,1,1.078168944120407,2013-05-09
21928,1.41,1,1.078091132896287,2017-03-15
16612,1.43,1,1.078045840689114,2015-03-13
18228,1.69,1,1.078012554900987,2015-09-25
15909,1.68,1,1.0779353022575378,2013-10-25
18798,1.27,1,1.07793495459216,2016-01-19
23892,3.27,0,1.0779180009024485,2018-01-02
21189,1.43,1,1.0778393536806103,2016-11-01
20024,1.86,1,1.0777374105794089,2016-06-13
18435,2.96,0,1.0777066286121095,2015-10-20
22626,1.4,1,1.0777015566825865,2017-06-15
14952,4.46,0,1.0775852416242873,2013-06-26
18773,1.27,1,1.0775582926613945,2016-01-18
15299,2.29,0,1.0774468345301493,2013-07-31
22249,2.1,0,1.0774140626192092,2017-05-02
18089,1.24,1,1.07736873286111,2015-09-01
17173,1.31,1,1.0773155438899995,2015-05-19
15212,1.33,1,1.0772977608442307,2013-07-24
21367,2.47,0,1.0772235939332417,2017-01-12
18229,1.99,1,1.0771685383468868,2015-09-25
23651,2.67,0,1.0771172747015954,2017-10-12
22424,2.97,0,1.0770045580182757,2017-05-22
14484,1.58,1,1.0769855716824535,2013-05-07
18942,1.57,1,1.0769526220361392,2016-02-05
17405,1.83,1,1.0768761359453203,2015-06-16
24064,1.31,1,1.0768682897090913,2018-01-16
14884,1.81,1,1.0768378057650156,2013-06-22
24373,1.4,1,1.0768185019493104,2018-02-23
13975,3.16,0,1.0768134117126464,2013-02-27
18592,1.24,1,1.0766483238765172,2015-11-06
24041,1.9,0,1.076546084359288,2018-01-15
15217,2.04,0,1.0765222345590595,2013-07-25
23000,5.35,0,1.0764543306827545,2017-07-25
22889,1.25,1,1.0764241644314356,2017-07-16
14023,1.98,0,1.0764113553365071,2013-03-02
23016,2.47,0,1.0763345271348954,2017-07-26
20835,1.72,1,1.076333587339946,2016-09-21
17412,1.36,1,1.07626307283129,2015-06-16
13716,1.38,1,1.076252807378769,2013-02-06
20407,1.6,1,1.076148223876953,2016-07-20
16338,2.2,0,1.0761230784654618,2015-02-09
19354,1.58,1,1.0760630912780762,2016-03-25
23921,1.6,1,1.0759814580281575,2018-01-03
23128,1.49,1,1.075979754825433,2017-08-03
19114,1.47,1,1.0758929657936096,2016-02-19
21760,1.23,1,1.0758650611128127,2017-02-27
21201,1.92,0,1.0757896346847218,2016-11-02
20911,2.58,0,1.0757620355912618,2016-10-01
19199,1.5,1,1.0757580527237482,2016-02-25
18062,1.6,1,1.0756960323878697,2015-08-31
21068,1.25,1,1.0756774353129523,2016-10-19
22714,1.28,1,1.0756575339181083,2017-06-26
24024,1.68,1,1.075581543445587,2018-01-15
23646,3.36,0,1.0755422232832228,2017-10-11
21927,1.3,1,1.075531039067677,2017-03-15
21374,2.48,0,1.0755147778987886,2017-01-13
15126,1.72,1,1.075461083650589,2013-07-16
18371,1.17,1,1.075422539796148,2015-10-13
14695,1.4,1,1.0754158735275268,2013-05-29
21826,1.29,1,1.0753122356108258,2017-03-02
23381,4.54,0,1.0752793884277343,2017-08-30
14510,2.37,0,1.0752691464764728,2013-05-12
16521,2.47,0,1.075258949824742,2015-02-24
15558,1.3,1,1.075233780486243,2013-08-29
21775,1.83,1,1.075224371807916,2017-02-28
15938,1.58,1,1.0751868776480358,2013-10-29
13946,1.27,1,1.0751854555095945,2013-02-26
14779,1.81,1,1.0751503626363619,2013-06-11
17472,1.32,1,1.0751394714627946,2015-06-23
24053,1.28,1,1.0751104845319475,2018-01-16
14569,1.43,1,1.0750847161667687,2013-05-20
23481,1.32,1,1.0750821937833515,2017-09-22
21476,2.28,0,1.0749565608160836,2017-01-20
20980,1.76,1,1.0749381041526793,2016-10-09
21746,2.15,0,1.0749163372176034,2017-02-24
17366,2.4,0,1.0749000089509146,2015-06-10
21737,1.38,1,1.0748932829924989,2017-02-24
21727,1.65,1,1.0748850095272062,2017-02-23
24180,1.43,1,1.074824251277106,2018-02-08
18901,2.9,0,1.0747313872405462,2016-02-02
19511,1.24,1,1.0746978453227451,2016-04-14
16379,1.7,1,1.0746737360954284,2015-02-12
19598,1.61,1,1.0746638829509418,2016-04-25
17468,2.44,0,1.0745767731467881,2015-06-23
15409,1.99,1,1.074547882527113,2013-08-14
17127,1.81,1,1.0745385745664435,2015-05-12
17142,1.38,1,1.0744998013973235,2015-05-14
24478,1.85,1,1.074486068139474,2018-03-03
23855,1.53,1,1.0744780849558968,2017-11-05
16145,1.61,1,1.0744740077853203,2015-01-19
19756,1.18,1,1.074430088315691,2016-05-10
22083,1.65,1,1.0744089098913328,2017-04-14
23039,2.5,0,1.0743939856688183,2017-07-28
21736,3.46,0,1.074356521878924,2017-02-23
23528,2.11,0,1.0743109474579493,2017-09-28
18242,3.38,0,1.074278748376029,2015-09-29
15286,1.4,1,1.0742591619491575,2013-07-31
16962,1.24,1,1.0742475342750548,2015-04-25
16051,1.93,1,1.0742360097914934,2015-01-09
21571,1.34,1,1.074026905468532,2017-02-10
17191,1.44,1,1.073983795983451,2015-05-20
15650,3.6,0,1.0739717836039406,2013-09-19
20568,3.64,0,1.0739631718397142,2016-08-11
15849,1.57,1,1.0739434306110653,2013-10-19
21413,1.3,1,1.0739234030246736,2017-01-17
20052,1.48,1,1.073918503352574,2016-06-15
14276,4.3,0,1.0738762807846072,2013-04-15
17169,1.54,1,1.0738396394252776,2015-05-18
20983,1.32,1,1.0738097885676792,2016-10-10
21782,2.37,0,1.0737157934904098,2017-02-28
18275,1.54,1,1.0737051806847255,2015-10-01
21445,1.32,1,1.0736596032551355,2017-01-18
22721,1.78,1,1.0736306244134903,2017-06-26
24155,1.29,1,1.0735414591005872,2018-02-06
15833,3.48,0,1.0734937061582293,2013-10-17
21557,2.44,0,1.0734025624820165,2017-02-09
16302,1.63,1,1.0733462573587893,2015-02-05
21040,2.44,0,1.073316747645537,2016-10-17
13628,2.07,0,1.0731809356382915,2013-01-16
19878,1.65,1,1.0731722582663807,2016-05-24
21994,1.25,1,1.0731559033904756,2017-03-25
22257,4.22,0,1.0731153342553548,2017-05-03
19460,2.07,0,1.0731108021736147,2016-04-09
21923,1.19,1,1.0730955946445466,2017-03-14
22937,2.95,0,1.0730095296246664,2017-07-19
20017,1.72,1,1.072962876558304,2016-06-11
23178,2.86,0,1.0729625754696983,2017-08-08
23223,1.38,1,1.0729471906593864,2017-08-15
19924,1.44,1,1.0728944635391235,2016-05-26
21970,2.34,0,1.072890293598175,2017-03-23
14708,1.42,1,1.0728589112418039,2013-05-31
23113,3.91,0,1.072722945043019,2017-08-02
19641,1.64,1,1.072719537417094,2016-04-28
15147,1.4,1,1.0727190375328062,2013-07-18
19866,1.68,1,1.0726945781707764,2016-05-23
24237,2.06,0,1.0726745924949648,2018-02-13
15110,1.37,1,1.0726718900884902,2013-07-16
13490,1.7,1,1.0726519574721654,2013-01-04
16818,3.22,0,1.072566145658493,2015-04-09
18722,1.35,1,1.072564024584634,2016-01-13
22694,3.88,0,1.072520341191973,2017-06-22
24455,1.67,1,1.0724893745354243,2018-03-01
17921,1.28,1,1.0724424852643692,2015-08-11
19858,2.14,0,1.0724348740492549,2016-05-23
22849,1.24,1,1.0724286784444534,2017-07-06
15627,1.32,1,1.0724212094715664,2013-09-18
23871,2.24,0,1.0723178391158583,2017-12-31
20493,2.05,0,1.0722686004638673,2016-07-26
17005,2.25,0,1.0722667731557571,2015-04-29
13833,1.38,1,1.072250108037676,2013-02-15
14717,1.28,1,1.072249516078404,2013-05-31
20651,1.56,1,1.0721670402799337,2016-08-23
22162,1.45,1,1.0721650451421736,2017-04-25
17145,1.43,1,1.072113546133041,2015-05-14
19322,1.44,1,1.0720645359584267,2016-03-23
20469,1.73,1,1.0720416349172592,2016-07-24
23568,1.42,1,1.0720380619594028,2017-10-03
20613,1.17,1,1.0720275222403663,2016-08-17
16013,2.14,0,1.071999261677265,2015-01-06
20585,1.65,1,1.0719516068696977,2016-08-15
13483,1.7,1,1.0719475090503692,2013-01-04
19160,3.3,0,1.0719317247186386,2016-02-23
18919,2.66,0,1.0719293344020844,2016-02-03
16418,2.76,0,1.0719045485768999,2015-02-16
18522,2.75,0,1.071775496006012,2015-10-28
23763,2.01,1,1.0717468473315237,2017-10-24
21576,1.25,1,1.0716692677565984,2017-02-10
23797,2.46,0,1.0716418490807216,2017-10-27
16065,1.3,1,1.0716161566121238,2015-01-11
21356,2.39,0,1.0715705358982086,2017-01-11
21583,2.12,1,1.0715605168342592,2017-02-12
19431,1.67,1,1.0715261875589688,2016-04-05
24132,1.29,1,1.0714325863122942,2018-01-24
22476,2.95,0,1.0714127486092704,2017-05-28
15749,1.41,1,1.0712355780601501,2013-10-09
22197,2.23,0,1.0712261638641358,2017-04-27
22128,1.21,1,1.0712238154241016,2017-04-19
14062,2.88,0,1.071199872153146,2013-03-09
19372,4.61,0,1.0711733106204442,2016-03-26
20480,1.91,0,1.071135265486581,2016-07-25
17541,1.33,1,1.071094205379486,2015-06-30
15137,1.59,1,1.0710511964559557,2013-07-17
17583,3.28,0,1.071047852720533,2015-07-02
23141,2.26,0,1.0709581054959978,2017-08-04
24479,1.52,1,1.0709444179534913,2018-03-04
22139,1.13,1,1.070917865037918,2017-04-20
16606,1.91,1,1.0708936807513239,2015-03-13
24459,1.32,1,1.0708595384870254,2018-03-01
20623,2.37,0,1.070857401915959,2016-08-18
13450,2.05,0,1.07078365704843,2013-01-01
22948,3.43,0,1.0707313724075045,2017-07-20
15549,1.39,1,1.070713432771819,2013-08-29
21808,1.48,1,1.0706542505536762,2017-03-01
22386,1.95,0,1.0706504702568054,2017-05-16
22522,1.27,1,1.070630323631423,2017-05-30
16340,1.27,1,1.070603277853557,2015-02-10
16717,1.64,1,1.070573137657983,2015-03-26
15353,1.36,1,1.0705610452379501,2013-08-07
24105,1.39,1,1.070559295415878,2018-01-18
21084,2.44,0,1.0705450922250748,2016-10-20
24130,3.83,0,1.070532057625907,2018-01-23
15406,2.8,0,1.0705320494515556,2013-08-13
18598,1.27,1,1.070520496794156,2015-11-15
21686,1.25,1,1.0704904475382395,2017-02-21
22096,1.26,1,1.0704522371292113,2017-04-17
14861,2.15,0,1.0704518030583858,2013-06-19
23635,1.4,1,1.0704445958137512,2017-10-10
14944,1.56,1,1.0703970377785819,2013-06-25
18272,1.6,1,1.0703265735081264,2015-10-01
16099,2.89,0,1.070326169282198,2015-01-14
16087,2.06,0,1.0702741090456644,2015-01-13
15506,1.28,1,1.0702318790980747,2013-08-27
19082,1.36,1,1.0702091305596488,2016-02-16
18050,1.52,1,1.070160385767619,2015-08-28
14048,1.49,1,1.0701485925912857,2013-03-08
21460,1.31,1,1.0701246635402952,2017-01-19
20156,1.24,1,1.070051529407501,2016-06-27
14235,2.37,0,1.0700378023087977,2013-04-10
24368,1.85,1,1.0700349155813456,2018-02-22
24218,1.71,1,1.0700043269991875,2018-02-12
16691,1.51,1,1.0699352665458406,2015-03-25
14718,1.43,1,1.0699277280909674,2013-05-31
15399,2.56,0,1.069913592338562,2013-08-13
18517,1.42,1,1.0698908412456511,2015-10-28
22105,1.32,1,1.0698805127825055,2017-04-18
13775,1.69,1,1.0698769290745256,2013-02-12
16383,3.85,0,1.0698687885488785,2015-02-12
19188,1.24,1,1.06980192559106,2016-02-24
15654,1.72,1,1.0697213043485367,2013-09-20
20095,1.67,1,1.0697183099985121,2016-06-20
16251,1.4,1,1.0696657061576844,2015-02-02
22726,1.21,1,1.0696087547710964,2017-06-27
16643,2.66,0,1.0696058642864228,2015-03-15
18693,1.2,1,1.0695662498474119,2016-01-09
15843,1.69,1,1.069428819843701,2013-10-18
16481,1.93,1,1.0693248619777813,2015-02-20
19168,2.63,0,1.069303681254387,2016-02-23
19512,1.27,1,1.0692991220099588,2016-04-14
20191,1.51,1,1.0692940786480902,2016-06-30
23747,1.74,1,1.0692641231417657,2017-10-23
17161,2.73,0,1.0692118308941523,2015-05-18
15297,1.61,1,1.069211569428444,2013-07-31
18222,1.22,1,1.0691898339135306,2015-09-25
17986,1.18,1,1.0691845771244592,2015-08-19
17862,2.02,0,1.0690982079505922,2015-08-05
18051,3.15,0,1.0690943557875496,2015-08-28
19068,1.65,1,1.06907022356987,2016-02-16
20430,1.61,1,1.0690212304393452,2016-07-21
16739,1.39,1,1.0690084295613425,2015-03-28
13942,1.63,1,1.0689842324597494,2013-02-25
17187,1.42,1,1.0689574709960392,2015-05-20
22077,2.26,0,1.0688902321032114,2017-04-14
20521,4.6,0,1.0688408889940806,2016-07-30
16706,3.01,0,1.0688141890934537,2015-03-26
17327,1.36,1,1.0687408140727455,2015-06-01
20332,2.75,0,1.0686687510212263,2016-07-15
17323,3.08,0,1.0686252634865898,2015-05-31
18309,2.62,0,1.0685593349933626,2015-10-06
20723,3.02,0,1.068536171231951,2016-08-30
15291,1.39,1,1.0685296722820827,2013-07-31
14782,1.47,1,1.0685218691825868,2013-06-11
15410,2.04,0,1.0684956273436548,2013-08-14
18389,1.41,1,1.0684382578304836,2015-10-14
24197,1.48,1,1.0683685779571535,2018-02-09
23792,2.29,0,1.0682956770062446,2017-10-26
19607,1.69,1,1.0682694586118062,2016-04-25
22576,1.13,1,1.0682538035086222,2017-06-04
20736,1.27,1,1.0682083801712312,2016-08-30
22281,1.32,1,1.0682031737055098,2017-05-05
15949,1.34,1,1.0682028828348433,2013-10-30
23816,1.77,1,1.0681996150016784,2017-10-30
24187,2.44,0,1.0681263395150504,2018-02-08
14166,1.23,1,1.0681084807429995,2013-03-23
23423,3.83,0,1.0680956207002912,2017-09-02
17615,1.31,1,1.068091506447111,2015-07-06
23785,1.42,1,1.0680549333776745,2017-10-26
22401,3.38,0,1.067992067507335,2017-05-18
15781,1.57,1,1.0678945988416673,2013-10-14
14913,1.79,1,1.0678483327726525,2013-06-24
18274,1.22,1,1.067846759387425,2015-10-01
14418,1.39,1,1.067842037166868,2013-04-30
14554,1.27,1,1.0678279333455223,2013-05-16
19960,1.35,1,1.0677695223263333,2016-06-01
14433,1.37,1,1.0677338805368968,2013-05-02
22915,2.95,0,1.0676891341805457,2017-07-18
22680,1.2,1,1.0676864964621406,2017-06-21
21646,1.22,1,1.0676698269162859,2017-02-16
17174,1.33,1,1.0676457899808884,2015-05-19
14112,1.27,1,1.0676435981478012,2013-03-14
16902,1.63,1,1.0676380240491457,2015-04-20
17168,1.61,1,1.0676355098187924,2015-05-18
15203,5.27,0,1.0676305430276052,2013-07-24
14830,1.85,1,1.0676001003810338,2013-06-17
20470,1.21,1,1.0675270054170063,2016-07-25
22053,1.94,0,1.067430987358093,2017-04-12
18893,4.36,0,1.067422702908516,2016-02-02
21884,3.9,0,1.0674226232937405,2017-03-11
21272,2.34,0,1.067378088746752,2017-01-03
20779,3.48,0,1.067362210409982,2016-09-02
20840,1.44,1,1.0673360007149832,2016-09-22
23889,1.99,1,1.0670698216557504,2018-01-01
14866,1.88,1,1.0669672250747682,2013-06-19
18285,1.16,1,1.0669487299237932,2015-10-03
14818,1.39,1,1.0668635496071404,2013-06-14
21701,1.27,1,1.0668056981052672,2017-02-21
14715,2.8,0,1.0667160901853017,2013-05-31
18385,1.49,1,1.0665673049007143,2015-10-14
21521,3.46,0,1.0664999829871313,2017-02-07
13438,1.28,1,1.0664795139857701,2013-01-01
14747,1.42,1,1.0664769193104333,2013-06-10
15481,2.94,0,1.0664190340042115,2013-08-24
23773,1.29,1,1.0664154923813685,2017-10-25
18403,1.42,1,1.0664011435849325,2015-10-16
16650,5.2,0,1.0663192851202827,2015-03-15
21961,1.32,1,1.0662936891828263,2017-03-23
17547,4.3,0,1.0662900710105898,2015-06-30
16864,1.67,1,1.0662374743819236,2015-04-15
20828,1.56,1,1.0662353135858265,2016-09-21
14291,1.72,1,1.0661995669773645,2013-04-16
18107,3.64,0,1.0661665678024295,2015-09-01
23311,1.22,1,1.066129843337195,2017-08-26
13813,3.04,0,1.0661222505569459,2013-02-14
22244,1.68,1,1.0660130968093873,2017-05-02
22223,1.5,1,1.065999978354999,2017-05-01
